worker,problem,example,row,col,posterior
A3VT0RKPR2NIJC,27,1,5,1,0.45
A3VT0RKPR2NIJC,27,2,5,6,0.45
A3VT0RKPR2NIJC,27,3,3,2,0.68
A3VT0RKPR2NIJC,27,4,3,5,0.68
A3VT0RKPR2NIJC,34,1,2,1,0.45
A3VT0RKPR2NIJC,34,2,2,6,0.47
A3VT0RKPR2NIJC,34,3,5,5,0.6
A3VT0RKPR2NIJC,34,4,5,2,0.6
A3VT0RKPR2NIJC,15,1,3,3,0.38
A3VT0RKPR2NIJC,15,2,4,4,0.43
A3VT0RKPR2NIJC,15,3,4,2,0.7
A3VT0RKPR2NIJC,15,4,5,3,0.92
A3VT0RKPR2NIJC,3,1,3,3,0.48
A3VT0RKPR2NIJC,3,2,3,4,0.48
A3VT0RKPR2NIJC,3,3,4,3,0.48
A3VT0RKPR2NIJC,3,4,4,4,0.91
A3VT0RKPR2NIJC,10,1,6,4,0.29
A3VT0RKPR2NIJC,10,2,4,6,0.44
A3VT0RKPR2NIJC,10,3,2,2,0.56
A3VT0RKPR2NIJC,10,4,2,5,0.6
A3VT0RKPR2NIJC,18,1,5,2,0.26
A3VT0RKPR2NIJC,18,2,2,5,0.31
A3VT0RKPR2NIJC,18,3,1,4,0.48
A3VT0RKPR2NIJC,18,4,4,1,0.54
A3VT0RKPR2NIJC,19,1,6,3,0.25
A3VT0RKPR2NIJC,19,2,6,6,0.25
A3VT0RKPR2NIJC,19,3,3,6,0.25
A3VT0RKPR2NIJC,19,4,1,1,0.65
A3VT0RKPR2NIJC,8,1,2,4,0.28
A3VT0RKPR2NIJC,8,2,2,3,0.46
A3VT0RKPR2NIJC,8,3,3,1,0.52
A3VT0RKPR2NIJC,8,4,6,4,0.52
A3VT0RKPR2NIJC,26,1,4,2,0.38
A3VT0RKPR2NIJC,26,2,5,4,0.43
A3VT0RKPR2NIJC,26,3,3,5,0.46
A3VT0RKPR2NIJC,26,4,2,3,0.54
A3VT0RKPR2NIJC,7,1,2,3,0.31
A3VT0RKPR2NIJC,7,2,2,5,0.39
A3VT0RKPR2NIJC,7,3,5,3,0.47
A3VT0RKPR2NIJC,7,4,5,5,0.54
A3VT0RKPR2NIJC,4,1,2,1,0.27
A3VT0RKPR2NIJC,4,2,2,6,0.27
A3VT0RKPR2NIJC,4,3,6,1,0.27
A3VT0RKPR2NIJC,4,4,6,6,0.63
A3VT0RKPR2NIJC,2,1,1,2,0.27
A3VT0RKPR2NIJC,2,2,1,5,0.34
A3VT0RKPR2NIJC,2,3,6,2,0.44
A3VT0RKPR2NIJC,2,4,6,5,0.81
A3VT0RKPR2NIJC,24,1,1,3,0.22
A3VT0RKPR2NIJC,24,2,1,4,0.33
A3VT0RKPR2NIJC,24,3,6,3,0.73
A3VT0RKPR2NIJC,24,4,6,4,0.98
A3VT0RKPR2NIJC,33,1,3,3,0
A3VT0RKPR2NIJC,33,2,5,3,0.23
A3VT0RKPR2NIJC,33,3,5,4,0.37
A3VT0RKPR2NIJC,33,4,2,4,0.39
A16G6PPH1INQL8,22,1,2,3,0.13
A16G6PPH1INQL8,22,2,2,4,0.31
A16G6PPH1INQL8,22,3,5,3,0.59
A16G6PPH1INQL8,22,4,5,4,0.87
A16G6PPH1INQL8,25,1,2,3,0.02
A16G6PPH1INQL8,25,2,3,1,0.1
A16G6PPH1INQL8,25,3,3,6,0.23
A16G6PPH1INQL8,25,4,5,3,0.18
A16G6PPH1INQL8,40,1,1,1,0.09
A16G6PPH1INQL8,40,2,3,3,0.31
A16G6PPH1INQL8,40,3,4,4,0.38
A16G6PPH1INQL8,40,4,6,6,0.64
A16G6PPH1INQL8,7,1,2,3,0.08
A16G6PPH1INQL8,7,2,2,5,0.27
A16G6PPH1INQL8,7,3,5,3,0.52
A16G6PPH1INQL8,7,4,5,5,0.69
A16G6PPH1INQL8,37,1,2,2,0
A16G6PPH1INQL8,37,2,2,5,0
A16G6PPH1INQL8,37,3,5,2,0
A16G6PPH1INQL8,37,4,5,5,0
A16G6PPH1INQL8,21,1,2,4,0
A16G6PPH1INQL8,21,2,3,3,0.05
A16G6PPH1INQL8,21,3,4,2,0.18
A16G6PPH1INQL8,21,4,4,4,0.67
A16G6PPH1INQL8,24,1,1,3,0
A16G6PPH1INQL8,24,2,3,2,0.06
A16G6PPH1INQL8,24,3,6,4,0.1
A16G6PPH1INQL8,24,4,3,5,0.1
A16G6PPH1INQL8,39,1,1,2,0.02
A16G6PPH1INQL8,39,2,1,5,0.04
A16G6PPH1INQL8,39,3,5,2,0.04
A16G6PPH1INQL8,39,4,5,5,0.03
A16G6PPH1INQL8,2,1,1,2,0.04
A16G6PPH1INQL8,2,2,1,5,0.14
A16G6PPH1INQL8,2,3,6,2,0.52
A16G6PPH1INQL8,2,4,6,5,0.81
A16G6PPH1INQL8,31,1,2,1,0.03
A16G6PPH1INQL8,31,2,3,1,0.03
A16G6PPH1INQL8,31,3,5,1,0.15
A16G6PPH1INQL8,31,4,5,6,0.41
A16G6PPH1INQL8,35,1,2,2,0.02
A16G6PPH1INQL8,35,2,2,5,0.02
A16G6PPH1INQL8,35,3,5,2,0.02
A16G6PPH1INQL8,35,4,5,5,0.02
A16G6PPH1INQL8,15,1,3,2,0.05
A16G6PPH1INQL8,15,2,3,4,0.05
A16G6PPH1INQL8,15,3,5,2,0.05
A16G6PPH1INQL8,15,4,5,4,0.66
A16G6PPH1INQL8,4,1,2,1,0.1
A16G6PPH1INQL8,4,2,3,2,0.18
A16G6PPH1INQL8,4,3,3,5,0.28
A16G6PPH1INQL8,4,4,2,6,0.28
A16G6PPH1INQL8,38,1,1,4,0.03
A16G6PPH1INQL8,38,2,2,3,0.07
A16G6PPH1INQL8,38,3,3,2,0.15
A16G6PPH1INQL8,38,4,4,1,0.2
A16G6PPH1INQL8,10,1,2,2,0
A16G6PPH1INQL8,10,2,1,5,0
A16G6PPH1INQL8,10,3,6,2,0
A16G6PPH1INQL8,10,4,6,5,0
A16G6PPH1INQL8,32,1,1,2,0.02
A16G6PPH1INQL8,32,2,2,3,0.05
A16G6PPH1INQL8,32,3,2,4,0.05
A16G6PPH1INQL8,32,4,1,5,0.05
A16G6PPH1INQL8,8,1,3,1,0
A16G6PPH1INQL8,8,2,4,1,0.05
A16G6PPH1INQL8,8,3,2,3,0.14
A16G6PPH1INQL8,8,4,2,4,0.41
A16G6PPH1INQL8,20,1,1,1,0
A16G6PPH1INQL8,20,2,4,1,0
A16G6PPH1INQL8,20,3,5,2,0
A16G6PPH1INQL8,20,4,2,1,0
A16G6PPH1INQL8,28,1,3,2,0.03
A16G6PPH1INQL8,28,2,3,5,0.03
A16G6PPH1INQL8,28,3,5,2,0.07
A16G6PPH1INQL8,28,4,5,5,0.07
A16G6PPH1INQL8,3,1,3,3,0.12
A16G6PPH1INQL8,3,2,3,4,0.57
A16G6PPH1INQL8,3,3,4,3,0.79
A16G6PPH1INQL8,3,4,4,4,0.95
A1P3HHEXWNLJMP,7,1,5,3,0.49
A1P3HHEXWNLJMP,7,2,5,5,0.64
A1P3HHEXWNLJMP,7,3,2,5,0.77
A1P3HHEXWNLJMP,7,4,2,3,0.98
A1P3HHEXWNLJMP,21,1,2,4,0.34
A1P3HHEXWNLJMP,21,2,4,4,0.46
A1P3HHEXWNLJMP,21,3,4,2,0.64
A1P3HHEXWNLJMP,21,4,4,3,0.75
A1P3HHEXWNLJMP,10,1,4,6,0.48
A1P3HHEXWNLJMP,10,2,3,4,0.74
A1P3HHEXWNLJMP,10,3,3,3,0.87
A1P3HHEXWNLJMP,10,4,4,3,0.96
A1P3HHEXWNLJMP,24,1,1,4,0.49
A1P3HHEXWNLJMP,24,2,2,3,0.78
A1P3HHEXWNLJMP,24,3,1,3,0.88
A1P3HHEXWNLJMP,24,4,2,4,1
A1P3HHEXWNLJMP,40,1,4,4,0.29
A1P3HHEXWNLJMP,40,2,3,3,0.49
A1P3HHEXWNLJMP,40,3,2,2,0.54
A1P3HHEXWNLJMP,40,4,5,5,0.63
A1P3HHEXWNLJMP,34,1,2,2,0.49
A1P3HHEXWNLJMP,34,2,2,5,0.55
A1P3HHEXWNLJMP,34,3,3,2,0.68
A1P3HHEXWNLJMP,34,4,3,5,0.84
A1P3HHEXWNLJMP,15,1,5,2,0.48
A1P3HHEXWNLJMP,15,2,5,4,0.52
A1P3HHEXWNLJMP,15,3,3,4,0.71
A1P3HHEXWNLJMP,15,4,3,2,0.97
A1P3HHEXWNLJMP,22,1,3,3,0.24
A1P3HHEXWNLJMP,22,2,5,3,0.26
A1P3HHEXWNLJMP,22,3,4,3,0.32
A1P3HHEXWNLJMP,22,4,2,3,0.41
A1P3HHEXWNLJMP,6,1,1,3,0.46
A1P3HHEXWNLJMP,6,2,6,3,0.52
A1P3HHEXWNLJMP,6,3,1,4,0.66
A1P3HHEXWNLJMP,6,4,6,4,0.73
A1P3HHEXWNLJMP,5,1,5,1,0.16
A1P3HHEXWNLJMP,5,2,5,6,0.4
A1P3HHEXWNLJMP,5,3,6,1,0.44
A1P3HHEXWNLJMP,5,4,6,6,0.63
A1P3HHEXWNLJMP,9,1,5,3,0.13
A1P3HHEXWNLJMP,9,2,6,3,0.21
A1P3HHEXWNLJMP,9,3,4,2,0.31
A1P3HHEXWNLJMP,9,4,3,2,0.46
A1P3HHEXWNLJMP,18,1,2,5,0.1
A1P3HHEXWNLJMP,18,2,5,2,0.21
A1P3HHEXWNLJMP,18,3,3,6,0.28
A1P3HHEXWNLJMP,18,4,4,1,0.4
A1P3HHEXWNLJMP,26,1,3,2,0.13
A1P3HHEXWNLJMP,26,2,4,5,0.23
A1P3HHEXWNLJMP,26,3,2,4,0.27
A1P3HHEXWNLJMP,26,4,5,3,0.41
A1P3HHEXWNLJMP,33,1,2,3,0.11
A1P3HHEXWNLJMP,33,2,3,4,0.46
A1P3HHEXWNLJMP,33,3,4,3,0.5
A1P3HHEXWNLJMP,33,4,5,4,0.65
A1P3HHEXWNLJMP,2,1,1,2,0.6
A1P3HHEXWNLJMP,2,2,6,5,0.93
A1P3HHEXWNLJMP,2,3,1,5,1
A1P3HHEXWNLJMP,2,4,6,2,1
A1P3HHEXWNLJMP,29,1,4,2,0.1
A1P3HHEXWNLJMP,29,2,4,3,0.47
A1P3HHEXWNLJMP,29,3,3,4,0.87
A1P3HHEXWNLJMP,29,4,2,4,0.94
A1P3HHEXWNLJMP,38,1,6,3,0.48
A1P3HHEXWNLJMP,38,2,5,4,0.73
A1P3HHEXWNLJMP,38,3,4,5,0.92
A1P3HHEXWNLJMP,38,4,3,6,1
A1P3HHEXWNLJMP,32,1,2,3,0.13
A1P3HHEXWNLJMP,32,2,1,2,0.48
A1P3HHEXWNLJMP,32,3,2,4,0.54
A1P3HHEXWNLJMP,32,4,1,5,0.56
A1P3HHEXWNLJMP,23,1,1,5,0.1
A1P3HHEXWNLJMP,23,2,2,4,0.47
A1P3HHEXWNLJMP,23,3,5,4,0.67
A1P3HHEXWNLJMP,23,4,6,5,0.95
A1P3HHEXWNLJMP,17,1,2,3,0.12
A1P3HHEXWNLJMP,17,2,2,5,0.48
A1P3HHEXWNLJMP,17,3,5,4,0.51
A1P3HHEXWNLJMP,17,4,5,2,0.56
AEWPAZBYA7XE,32,1,1,2,0.12
AEWPAZBYA7XE,32,2,2,3,0.31
AEWPAZBYA7XE,32,3,5,4,0.59
AEWPAZBYA7XE,32,4,6,5,0.65
AEWPAZBYA7XE,6,1,2,3,0.09
AEWPAZBYA7XE,6,2,3,2,0.09
AEWPAZBYA7XE,6,3,3,1,0.13
AEWPAZBYA7XE,6,4,5,4,0.38
AEWPAZBYA7XE,34,1,2,1,0.07
AEWPAZBYA7XE,34,2,3,2,0.12
AEWPAZBYA7XE,34,3,5,5,0.2
AEWPAZBYA7XE,34,4,5,6,0.25
AEWPAZBYA7XE,3,1,3,3,0.11
AEWPAZBYA7XE,3,2,3,4,0.46
AEWPAZBYA7XE,3,3,4,3,0.59
AEWPAZBYA7XE,3,4,4,4,0.8
AEWPAZBYA7XE,30,1,5,2,0.12
AEWPAZBYA7XE,30,2,2,5,0.33
AEWPAZBYA7XE,30,3,5,4,0.43
AEWPAZBYA7XE,30,4,2,4,0.59
AEWPAZBYA7XE,17,1,1,4,0.16
AEWPAZBYA7XE,17,2,6,3,0.24
AEWPAZBYA7XE,17,3,4,1,0.34
AEWPAZBYA7XE,17,4,3,6,0.58
AEWPAZBYA7XE,1,1,3,1,0.13
AEWPAZBYA7XE,1,2,1,4,0.28
AEWPAZBYA7XE,1,3,4,6,0.55
AEWPAZBYA7XE,1,4,6,3,0.74
AEWPAZBYA7XE,40,1,1,1,0.26
AEWPAZBYA7XE,40,2,2,2,0.38
AEWPAZBYA7XE,40,3,5,5,0.53
AEWPAZBYA7XE,40,4,6,6,0.77
AEWPAZBYA7XE,7,1,2,3,0.12
AEWPAZBYA7XE,7,2,2,5,0.27
AEWPAZBYA7XE,7,3,5,3,0.47
AEWPAZBYA7XE,7,4,5,5,0.92
AEWPAZBYA7XE,33,1,2,3,0.16
AEWPAZBYA7XE,33,2,2,4,0.29
AEWPAZBYA7XE,33,3,5,3,0.4
AEWPAZBYA7XE,33,4,5,4,0.8
AEWPAZBYA7XE,14,1,3,3,0.16
AEWPAZBYA7XE,14,2,4,4,0.47
AEWPAZBYA7XE,14,3,4,3,0.61
AEWPAZBYA7XE,14,4,3,4,0.92
AEWPAZBYA7XE,5,1,6,1,0.05
AEWPAZBYA7XE,5,2,5,6,0.32
AEWPAZBYA7XE,5,3,5,1,0.53
AEWPAZBYA7XE,5,4,6,6,0.78
AEWPAZBYA7XE,25,1,3,1,0.18
AEWPAZBYA7XE,25,2,2,4,0.3
AEWPAZBYA7XE,25,3,4,6,0.47
AEWPAZBYA7XE,25,4,5,3,0.7
AEWPAZBYA7XE,28,1,5,2,0.15
AEWPAZBYA7XE,28,2,3,5,0.34
AEWPAZBYA7XE,28,3,3,2,0.5
AEWPAZBYA7XE,28,4,5,5,0.75
AEWPAZBYA7XE,2,1,1,2,0.48
AEWPAZBYA7XE,2,2,6,5,0.63
AEWPAZBYA7XE,2,3,1,5,0.73
AEWPAZBYA7XE,2,4,6,2,0.89
AEWPAZBYA7XE,26,1,2,3,0.09
AEWPAZBYA7XE,26,2,4,5,0.25
AEWPAZBYA7XE,26,3,5,3,0.53
AEWPAZBYA7XE,26,4,3,2,0.64
AEWPAZBYA7XE,21,1,4,2,0.06
AEWPAZBYA7XE,21,2,3,3,0.23
AEWPAZBYA7XE,21,3,2,4,0.46
AEWPAZBYA7XE,21,4,4,4,0.74
AEWPAZBYA7XE,9,1,2,2,0.09
AEWPAZBYA7XE,9,2,5,3,0.33
AEWPAZBYA7XE,9,3,6,1,0.45
AEWPAZBYA7XE,9,4,2,1,0.7
AEWPAZBYA7XE,11,1,6,1,0.43
AEWPAZBYA7XE,11,2,2,3,0.63
AEWPAZBYA7XE,11,3,2,4,0.76
AEWPAZBYA7XE,11,4,6,6,0.91
AEWPAZBYA7XE,13,1,6,2,0.25
AEWPAZBYA7XE,13,2,6,5,0.46
AEWPAZBYA7XE,13,3,4,3,0.57
AEWPAZBYA7XE,13,4,4,4,0.81
A10249252O9I20MRSOBVF,21,1,2,4,0.27
A10249252O9I20MRSOBVF,21,2,4,2,0.34
A10249252O9I20MRSOBVF,21,3,4,4,0.53
A10249252O9I20MRSOBVF,21,4,3,3,0.74
A10249252O9I20MRSOBVF,35,1,6,6,0.57
A10249252O9I20MRSOBVF,35,2,6,5,0.67
A10249252O9I20MRSOBVF,35,3,1,1,0.67
A10249252O9I20MRSOBVF,35,4,6,1,0.76
A10249252O9I20MRSOBVF,6,1,1,3,0.49
A10249252O9I20MRSOBVF,6,2,6,4,0.49
A10249252O9I20MRSOBVF,6,3,3,6,0.49
A10249252O9I20MRSOBVF,6,4,4,1,0.54
A10249252O9I20MRSOBVF,28,1,3,2,0.48
A10249252O9I20MRSOBVF,28,2,3,5,0.48
A10249252O9I20MRSOBVF,28,3,5,2,0.48
A10249252O9I20MRSOBVF,28,4,5,5,0.62
A10249252O9I20MRSOBVF,17,1,2,5,0.28
A10249252O9I20MRSOBVF,17,2,5,4,0.34
A10249252O9I20MRSOBVF,17,3,5,2,0.51
A10249252O9I20MRSOBVF,17,4,2,3,0.5
A10249252O9I20MRSOBVF,7,1,5,5,0.49
A10249252O9I20MRSOBVF,7,2,5,3,0.49
A10249252O9I20MRSOBVF,7,3,2,3,0.49
A10249252O9I20MRSOBVF,7,4,2,5,0.49
A10249252O9I20MRSOBVF,13,1,5,5,0.57
A10249252O9I20MRSOBVF,13,2,6,2,0.57
A10249252O9I20MRSOBVF,13,3,6,5,0.67
A10249252O9I20MRSOBVF,13,4,5,2,0.67
A10249252O9I20MRSOBVF,36,1,1,6,0.5
A10249252O9I20MRSOBVF,36,2,3,1,0.5
A10249252O9I20MRSOBVF,36,3,1,1,0.6
A10249252O9I20MRSOBVF,36,4,3,6,0.66
A10249252O9I20MRSOBVF,23,1,1,2,0.51
A10249252O9I20MRSOBVF,23,2,5,4,0.56
A10249252O9I20MRSOBVF,23,3,6,2,0.61
A10249252O9I20MRSOBVF,23,4,1,5,0.65
A10249252O9I20MRSOBVF,33,1,5,4,0.54
A10249252O9I20MRSOBVF,33,2,5,3,0.54
A10249252O9I20MRSOBVF,33,3,2,4,0.6
A10249252O9I20MRSOBVF,33,4,2,3,0.67
A10249252O9I20MRSOBVF,12,1,3,5,0.25
A10249252O9I20MRSOBVF,12,2,4,2,0.32
A10249252O9I20MRSOBVF,12,3,6,5,0.45
A10249252O9I20MRSOBVF,12,4,6,1,0.5
A10249252O9I20MRSOBVF,29,1,5,3,0.17
A10249252O9I20MRSOBVF,29,2,2,5,0.27
A10249252O9I20MRSOBVF,29,3,5,5,0.2
A10249252O9I20MRSOBVF,29,4,4,2,0.37
A10249252O9I20MRSOBVF,18,1,2,5,0.29
A10249252O9I20MRSOBVF,18,2,5,2,0.23
A10249252O9I20MRSOBVF,18,3,4,1,0.23
A10249252O9I20MRSOBVF,18,4,3,6,0.23
A10249252O9I20MRSOBVF,8,1,2,4,0.22
A10249252O9I20MRSOBVF,8,2,6,2,0.22
A10249252O9I20MRSOBVF,8,3,3,1,0.43
A10249252O9I20MRSOBVF,8,4,6,4,0.47
A10249252O9I20MRSOBVF,22,1,3,3,0.13
A10249252O9I20MRSOBVF,22,2,5,4,0.18
A10249252O9I20MRSOBVF,22,3,2,4,0.24
A10249252O9I20MRSOBVF,22,4,2,3,0.24
A10249252O9I20MRSOBVF,5,1,5,1,0.2
A10249252O9I20MRSOBVF,5,2,6,1,0.2
A10249252O9I20MRSOBVF,5,3,5,6,0.2
A10249252O9I20MRSOBVF,5,4,6,6,0.45
A10249252O9I20MRSOBVF,31,1,5,3,0.14
A10249252O9I20MRSOBVF,31,2,2,3,0.22
A10249252O9I20MRSOBVF,31,3,2,6,0.36
A10249252O9I20MRSOBVF,31,4,5,4,0.6
A10249252O9I20MRSOBVF,2,1,1,2,0.16
A10249252O9I20MRSOBVF,2,2,6,5,0.24
A10249252O9I20MRSOBVF,2,3,6,2,0.37
A10249252O9I20MRSOBVF,2,4,1,5,0.55
A10249252O9I20MRSOBVF,11,1,5,1,0.28
A10249252O9I20MRSOBVF,11,2,5,6,0.34
A10249252O9I20MRSOBVF,11,3,2,3,0.4
A10249252O9I20MRSOBVF,11,4,2,4,0.82
A10249252O9I20MRSOBVF,27,1,3,5,0.21
A10249252O9I20MRSOBVF,27,2,6,6,0.21
A10249252O9I20MRSOBVF,27,3,6,1,0.25
A10249252O9I20MRSOBVF,27,4,3,2,0.42
AKZUP3VY594E8,34,1,2,5,0.51
AKZUP3VY594E8,34,2,3,2,0.67
AKZUP3VY594E8,34,3,2,2,0.76
AKZUP3VY594E8,34,4,3,5,0.83
AKZUP3VY594E8,9,1,5,3,0.51
AKZUP3VY594E8,9,2,6,3,0.75
AKZUP3VY594E8,9,3,4,2,0.79
AKZUP3VY594E8,9,4,3,2,0.81
AKZUP3VY594E8,7,1,5,5,0.81
AKZUP3VY594E8,7,2,5,3,0.85
AKZUP3VY594E8,7,3,5,4,0.9
AKZUP3VY594E8,7,4,4,3,0.9
AKZUP3VY594E8,32,1,2,4,0.4
AKZUP3VY594E8,32,2,5,4,0.71
AKZUP3VY594E8,32,3,5,3,0.74
AKZUP3VY594E8,32,4,1,5,0.9
AKZUP3VY594E8,16,1,3,2,0.53
AKZUP3VY594E8,16,2,3,5,0.69
AKZUP3VY594E8,16,3,1,3,0.84
AKZUP3VY594E8,16,4,1,4,0.94
AKZUP3VY594E8,25,1,2,3,0.52
AKZUP3VY594E8,25,2,3,1,0.66
AKZUP3VY594E8,25,3,2,4,0.86
AKZUP3VY594E8,25,4,4,1,0.89
AKZUP3VY594E8,27,1,5,5,0.44
AKZUP3VY594E8,27,2,6,6,0.6
AKZUP3VY594E8,27,3,4,5,0.77
AKZUP3VY594E8,27,4,3,4,0.86
AKZUP3VY594E8,29,1,2,5,0.5
AKZUP3VY594E8,29,2,5,5,0.81
AKZUP3VY594E8,29,3,2,4,0.81
AKZUP3VY594E8,29,4,4,3,0.84
AKZUP3VY594E8,30,1,5,4,0.35
AKZUP3VY594E8,30,2,5,2,0.9
AKZUP3VY594E8,30,3,4,2,0.85
AKZUP3VY594E8,30,4,4,4,0.97
AKZUP3VY594E8,36,1,3,3,0.22
AKZUP3VY594E8,36,2,3,4,0.6
AKZUP3VY594E8,36,3,3,5,0.81
AKZUP3VY594E8,36,4,3,2,0.97
AKZUP3VY594E8,33,1,5,3,0.33
AKZUP3VY594E8,33,2,4,3,0.53
AKZUP3VY594E8,33,3,3,3,0.58
AKZUP3VY594E8,33,4,2,3,0.76
AKZUP3VY594E8,35,1,2,2,0.55
AKZUP3VY594E8,35,2,2,5,0.8
AKZUP3VY594E8,35,3,5,2,0.88
AKZUP3VY594E8,35,4,5,5,0.97
AKZUP3VY594E8,1,1,2,2,0.36
AKZUP3VY594E8,1,2,2,5,0.6
AKZUP3VY594E8,1,3,5,2,0.65
AKZUP3VY594E8,1,4,5,5,0.73
AKZUP3VY594E8,24,1,3,2,0.54
AKZUP3VY594E8,24,2,2,3,0.79
AKZUP3VY594E8,24,3,4,2,0.88
AKZUP3VY594E8,24,4,5,3,0.96
AKZUP3VY594E8,40,1,1,1,0.38
AKZUP3VY594E8,40,2,2,2,0.82
AKZUP3VY594E8,40,3,5,5,0.95
AKZUP3VY594E8,40,4,6,6,1
AKZUP3VY594E8,31,1,2,4,0.18
AKZUP3VY594E8,31,2,2,5,0.76
AKZUP3VY594E8,31,3,2,6,0.95
AKZUP3VY594E8,31,4,2,3,1
AKZUP3VY594E8,12,1,6,5,0.52
AKZUP3VY594E8,12,2,5,5,0.59
AKZUP3VY594E8,12,3,4,5,0.76
AKZUP3VY594E8,12,4,3,5,1
AKZUP3VY594E8,22,1,2,3,0.46
AKZUP3VY594E8,22,2,3,3,0.58
AKZUP3VY594E8,22,3,4,3,0.75
AKZUP3VY594E8,22,4,5,3,0.91
AKZUP3VY594E8,20,1,2,5,0.23
AKZUP3VY594E8,20,2,3,6,0.21
AKZUP3VY594E8,20,3,1,1,0.52
AKZUP3VY594E8,20,4,2,1,0.78
AKZUP3VY594E8,37,1,2,2,0.47
AKZUP3VY594E8,37,2,2,5,0.87
AKZUP3VY594E8,37,3,5,2,0.9
AKZUP3VY594E8,37,4,5,5,0.96
A1S5SPI4NQPGSI,40,1,1,1,0.28
A1S5SPI4NQPGSI,40,2,6,6,0.53
A1S5SPI4NQPGSI,40,3,2,2,0.53
A1S5SPI4NQPGSI,40,4,5,5,0.53
A1S5SPI4NQPGSI,12,1,5,1,0.52
A1S5SPI4NQPGSI,12,2,3,5,0.95
A1S5SPI4NQPGSI,12,3,3,3,0.95
A1S5SPI4NQPGSI,12,4,6,5,0.95
A1S5SPI4NQPGSI,10,1,4,6,0.52
A1S5SPI4NQPGSI,10,2,3,3,0.88
A1S5SPI4NQPGSI,10,3,3,4,0.9
A1S5SPI4NQPGSI,10,4,2,2,0.93
A1S5SPI4NQPGSI,27,1,3,2,0.3
A1S5SPI4NQPGSI,27,2,3,5,0.3
A1S5SPI4NQPGSI,27,3,6,1,0.55
A1S5SPI4NQPGSI,27,4,6,6,0.55
A1S5SPI4NQPGSI,19,1,1,4,0.52
A1S5SPI4NQPGSI,19,2,5,5,0.52
A1S5SPI4NQPGSI,19,3,3,3,0.52
A1S5SPI4NQPGSI,19,4,6,3,0.52
A1S5SPI4NQPGSI,39,1,1,5,0.51
A1S5SPI4NQPGSI,39,2,5,5,0.86
A1S5SPI4NQPGSI,39,3,6,5,0.88
A1S5SPI4NQPGSI,39,4,2,5,0.88
A1S5SPI4NQPGSI,23,1,5,4,0.25
A1S5SPI4NQPGSI,23,2,2,4,0.54
A1S5SPI4NQPGSI,23,3,1,2,0.77
A1S5SPI4NQPGSI,23,4,6,2,0.91
A1S5SPI4NQPGSI,36,1,1,3,0.54
A1S5SPI4NQPGSI,36,2,3,4,0.82
A1S5SPI4NQPGSI,36,3,1,4,0.82
A1S5SPI4NQPGSI,36,4,3,3,0.84
A1S5SPI4NQPGSI,22,1,5,3,0.51
A1S5SPI4NQPGSI,22,2,2,4,0.51
A1S5SPI4NQPGSI,22,3,3,4,0.53
A1S5SPI4NQPGSI,22,4,4,3,0.53
A1S5SPI4NQPGSI,35,1,1,1,0.33
A1S5SPI4NQPGSI,35,2,1,6,0.56
A1S5SPI4NQPGSI,35,3,6,1,0.91
A1S5SPI4NQPGSI,35,4,6,6,0.94
A1S5SPI4NQPGSI,34,1,5,1,0.15
A1S5SPI4NQPGSI,34,2,5,2,0.47
A1S5SPI4NQPGSI,34,3,5,5,0.5
A1S5SPI4NQPGSI,34,4,5,6,0.54
A1S5SPI4NQPGSI,8,1,3,4,0.5
A1S5SPI4NQPGSI,8,2,2,4,0.91
A1S5SPI4NQPGSI,8,3,2,3,0.91
A1S5SPI4NQPGSI,8,4,4,4,0.91
A1S5SPI4NQPGSI,31,1,2,2,0.53
A1S5SPI4NQPGSI,31,2,2,3,0.94
A1S5SPI4NQPGSI,31,3,3,4,0.94
A1S5SPI4NQPGSI,31,4,2,4,0.94
A1S5SPI4NQPGSI,29,1,2,4,0.52
A1S5SPI4NQPGSI,29,2,5,5,0.52
A1S5SPI4NQPGSI,29,3,5,2,0.93
A1S5SPI4NQPGSI,29,4,5,3,0.93
A1S5SPI4NQPGSI,3,1,3,3,0.22
A1S5SPI4NQPGSI,3,2,3,4,0.22
A1S5SPI4NQPGSI,3,3,4,3,0.22
A1S5SPI4NQPGSI,3,4,4,4,0.24
A1S5SPI4NQPGSI,32,1,1,2,0.32
A1S5SPI4NQPGSI,32,2,1,5,0.52
A1S5SPI4NQPGSI,32,3,2,3,0.52
A1S5SPI4NQPGSI,32,4,5,4,0.52
A1S5SPI4NQPGSI,14,1,3,3,0.17
A1S5SPI4NQPGSI,14,2,3,4,0.2
A1S5SPI4NQPGSI,14,3,4,3,0.24
A1S5SPI4NQPGSI,14,4,4,4,0.24
A1S5SPI4NQPGSI,18,1,1,4,0.22
A1S5SPI4NQPGSI,18,2,3,6,0.38
A1S5SPI4NQPGSI,18,3,4,1,0.44
A1S5SPI4NQPGSI,18,4,6,3,0.43
A1S5SPI4NQPGSI,37,1,1,2,0.29
A1S5SPI4NQPGSI,37,2,2,5,0.29
A1S5SPI4NQPGSI,37,3,5,5,0.29
A1S5SPI4NQPGSI,37,4,5,2,0.34
A1S5SPI4NQPGSI,21,1,2,4,0.19
A1S5SPI4NQPGSI,21,2,4,4,0.23
A1S5SPI4NQPGSI,21,3,4,2,0.45
A1S5SPI4NQPGSI,21,4,3,3,0.52
A2WDF40FA670T9,22,1,2,3,0.27
